,longName,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,priceHint,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,timeZoneFullName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
DNA,"Ginkgo Bioworks Holdings, Inc.",Biotechnology,Healthcare,1218,10,6,9,10,10,2,,,,,,,,-1.7879549,1670358,1670358,1522688,1719900,819074304,5.26,64.4,3.7580662,10.7946,13.5968,605702400,-2.98778,32955379,45199300,7826613,7173693,1734048000,1736899200,0.1362,0.06679,0.67762,5.41,0.2351,57478900,14.647,0.97289544,,-651188992,-12.89,-7.97,2.779,-1.152,-0.76407284,0.19995654,,,NYQ,EQUITY,DNA,America/New_York,14.25,16,6,9.4,8,,none,5,616214016,11.311,-525771008,445592000,5.594,5.79,217951008,55.843,4.291,-0.20922,-0.63511,176414000,-317241504,-334980992,,0.606,0.80942,-2.41234,-0.58682996,
DOGZ,Dogness (International) Corporation,Leisure,Consumer Cyclical,197,,,,,,2,,,,,,1.221,,,28885,28885,213453,93070,449648320,3.41,58.5,30.283627,40.9356,27.691706,461468864,-0.40785,1661605,3661660,404421,318247,1734048000,1736899200,0.0318,0.55303,0.03022,1.44,0.1983,12730700,6.002,5.884705,,-6055713,-0.55,,31.08,-125.273,9.062678,0.19995654,,,NCM,EQUITY,DOGZ,America/New_York,35.32,,,,,,none,,6956434,0.546,-3683693,18778416,1.16,1.922,14847902,24.576,1.36,-0.040949997,-0.0793,3122714,-1597094,813826,,0.137,0.21031,-0.2481,-0.35213003,
DOMH,Dominari Holdings Inc.,Biotechnology,Healthcare,26,,,,,,4,,,326937600,,,,,-2.1466668,921983,921983,176786,831900,20209170,0.83,4.35,1.6053039,1.677,1.84455,16185164,-1.80221,4058653,6276140,14938,8314,1734048000,1736899200,0.0024,0.45237,0.07297,0.23,0.0037,6276140,6.097,0.52812856,,-22688000,-3.86,-1.5,1.286,-1.141,0.39393938,0.19995654,,,NCM,EQUITY,DOMH,America/New_York,3.22,,,,,,none,,7174000,1.143,-14179000,3150000,2.969,10.249,12589000,8.232,2.113,-0.16744,-0.46965998,12589000,-10811500,-16646000,,3.198,1,-1.1263,-0.79050004,
DOMO,"Domo, Inc.",Software - Application,Technology,958,5,6,10,10,10,2,,,,,,2.443,,-17.375519,208893,208893,334130,426520,327526144,6.11,12.045,1.0287627,7.8824,7.67195,383097856,-0.25315002,32407433,35843900,1801191,2634303,1728950400,1731628800,0.0466,0.06811,0.73883003,6.34,0.0616,39107600,-4.159,,,-80595000,-2.19,-0.4,1.203,-6.231,-0.27047038,0.19995654,,,NGM,EQUITY,DOMO,America/New_York,8.375,16,7,10.3,9.5,,none,5,52004000,1.346,-61480000,129918000,0.448,0.574,318368992,,8.549,-0.19294001,,239720000,30718624,-3150000,,-0.016,0.75295997,-0.19311,-0.18733999,
DOUG,Douglas Elliman Inc.,Real Estate Services,Real Estate,809,9,10,8,7,9,4,,,1679443200,,,1.378,,20.777777,606049,606049,934395,695730,166742288,1,2.98,0.17253213,1.8888,1.66435,201995984,-0.088120006,74628694,89167000,897555,738034,1734048000,1736899200,0.0101,0.18122,0.45368,0.86,0.0115,93935296,2.147,0.87098277,,-85469000,-1.02,0.09,0.209,-4.077,-0.005319178,0.19995654,0.047619,1679443200,NYQ,EQUITY,DOUG,America/New_York,1.87,,,,,,none,,94026000,1.024,-49546000,123698000,,,966441984,62.629,11.518,,,966441984,,,,0.059,1,-0.051269997,-0.02784,
DOYU,DouYu International Holdings Limited,Internet Content & Information,Communication Services,1336,,,,,,2,,,1725321600,,,0.929,,-2.790943,260475,260475,166820,241480,509333184,6.29,20.17,0.107752584,12.7984,12.170925,-5727634432,-0.026010001,13774069,31635600,849403,454801,1727654400,1730332800,0.0269,0.037920002,0.16014999,4.54,0.060700003,31635600,209.188,0.07696426,,-122969368,-0.86,-0.59,-1.212,19.215,1.1466668,0.19995654,9.76,1725321600,NMS,EQUITY,DOYU,America/New_York,16.1,11.067003,5.860148,8.466595,8.469613,,none,4,6035600896,193.893,-298078976,5086000,4.643,5.027,4726876672,0.078,149.06,-0.03085,-0.01849,511892288,,,,-0.259,0.10829,-0.06306,-0.11585,
DPRO,Draganfly Inc.,Aerospace & Defense,Industrials,,,,,,,4,,,,,,1.651,,,127839,127839,417273,122010,17694628,1.55,11.75,2.89275,3.78,4.1281,2037473,,2773505,5427800,127541,192652,1727654400,1730332800,0.0366,0.01277,0.01815,1.46,0.037100002,5470020,0.207,15.748792,,-18590576,-3.7,,0.333,-0.132,-0.70630634,0.19995654,,,NCM,EQUITY,DPRO,America/New_York,3.26,7.040095,6.8364706,6.9382825,6.9382825,,none,2,5670313,1.88,-15414729,620208,0.542,0.694,6116888,,2.826,-0.85619,-6.06914,2310441,1762587,-13503488,,-0.087,0.37772,-2.52003,-2.19265,
DRCT,"Direct Digital Holdings, Inc.",Advertising Agencies,Communication Services,90,,,,,,4,,,,,,7.441,,-1.2747252,191594,191594,2746615,325120,20089576,0.51,35.884,0.13891958,1.38232,2.827835,38353324,-0.02446,3170357,6450550,120331,113632,1727654400,1730332800,0.0082,0.16913,0.075100005,0.86,0.0373,17318600,0.156,7.435897,,-3537000,-1.93,0.41,0.265,-5.519,-0.9143279,0.19995654,,,NCM,EQUITY,DRCT,America/New_York,1.16,8,2.5,5.25,5.25,,none,2,1069000,0.282,-6949000,37731000,1.26,1.315,144612992,,43.372,-0.103640005,,31997000,-9600704,-10607000,,-0.383,0.22126,-0.048049998,-0.09449001,
DRDB,Roman DBDR Acquisition Corp. II Ordinary shares,,,,,,,,,2,,,,,,,,,497,497,219180,219180,227930000,9.87,9.93,,9.91,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,NGM,EQUITY,DRDB,America/New_York,9.91,,,,,,none,,,,,,,,,,,,,,,,,,,,,
DRMA,"Dermata Therapeutics, Inc.",Biotechnology,Healthcare,8,,,,,,4,,,,,,0.792,,-0.29715762,164198,164198,482073,179910,6161907,1,7.62,,1.2429,2.12889,-3382398,,1301400,5358180,93737,69108,1727654400,1730332800,0.0621,0.00837,0.00662,0.52,0.062800005,5358180,24.251,0.047420725,,-9816552,-13.36,-3.87,,,-0.8273273,0.19995654,,,NCM,EQUITY,DRMA,America/New_York,1.15,6,6,6,6,,none,1,4947100,3.759,,,2.579,2.73,,,,-0.90677,-1.73007,,-4237496,-7749340,,,,,,
DRUG,Bright Minds Biosciences Inc.,Biotechnology,Healthcare,,,,,,,2,,,,,,1.132,,-10.908188,84003,84003,125728,71300,309653792,0.93,79.02,,38.0114,16.431595,158360800,,631097,7043990,221224,264763,1731628800,1734048000,0.0317,0.27283,0.44279,1.24,0.0363,7044200,1.366,32.18155,,-3580629,-0.45,,,,22.136843,0.19995654,,,NCM,EQUITY,DRUG,America/New_York,43.96,93.55748,93.55748,93.55748,93.55748,,none,1,6190244,1.387,,14016,34.751,35.077,,0.23,,-0.28858998,-0.51799,,-1337075,-2584540,,,,,,
DSGN,"Design Therapeutics, Inc.",Biotechnology,Healthcare,54,7,9,8,8,9,4,,,,,,1.833,,-3.535724,201117,201117,181768,100300,242904080,2.245,7.77,,5.6034,4.907775,-8647751,,25236562,56621000,3101499,2698771,1734048000,1736899200,0.0548,0.36446998,0.56114,14.25,0.121300004,56621000,4.459,0.9620991,,-47779000,-0.85,-1.21,,0.144,0.7875,0.19995654,,,NMS,EQUITY,DSGN,America/New_York,4.29,12,4,7,5,,none,3,254074000,4.487,-60225000,2522000,34.345,34.613,,0.999,,-0.13537,-0.17781,-43205000,-30067250,-46043000,,,,,,
DSS,"DSS, Inc.",Packaging & Containers,Consumer Cyclical,95,,,,,,4,,,,,,1.838,,-1.0751238,11000,11000,40141,23100,6960368,0.77,2.3,0.36108986,0.91606,1.33128,78242448,-2.25156,2877943,8092520,11490,2849,1727654400,1730332800,0.0016,0.59275,0.024400001,0.86,0.004,8092520,9.046,0.09508059,,-43401000,-9.64,-0.8,4.059,-5.003,-0.5141243,0.19995654,,,ASE,EQUITY,DSS,America/New_York,0.860099,,,,,,none,,10719000,1.517,-15640000,63423000,0.23,1.174,19276000,86.703,2.738,-0.06919,-0.58974,-5052000,-46225248,-5053000,,-0.418,-0.26209,-0.81137,-1.18452,
DTC,"Solo Brands, Inc.",Internet Retail,Consumer Cyclical,400,9,7,7,6,7,4,,,,,,2.553,,3.1034718,187900,187900,287135,186350,53309896,0.9,3.027,0.11191776,1.0937,1.563175,317158880,-0.42029998,27530164,58582300,2279934,2429213,1734048000,1736899200,0.038900003,0.02073,1.10317,7.38,0.080299996,58582300,2.869,0.3171837,,-200200000,-3.35,0.34,0.666,-104.604,-0.69463086,0.19995654,,,NYQ,EQUITY,DTC,America/New_York,0.91,3,1.5,2.006,2,,none,5,12494000,0.213,-3032000,194332000,0.543,1.572,476331008,77.727,8.184,-0.025999999,-0.79666,268919008,41022500,20789000,,-0.147,0.56456,-0.00637,-0.3364,
DTSS,Datasea Inc.,Software - Infrastructure,Technology,36,,,,,,4,,,,,,0.622,,40.8,41856,41856,160940,499660,14457480,1.47,20.29,0.6030013,2.2177,3.17658,13393752,-0.47452,2576100,7087000,98151,313296,1727654400,1730332800,0.0138,0.36386,0.00044,0.32,0.0382,7087000,-0.066,,,-12210610,-4.75,0.05,0.559,-1.152,-0.009708762,0.19995654,,,NCM,EQUITY,DTSS,America/New_York,2.04,,,,,,none,,181262,0.035,-11630907,1378175,0.25,0.736,23975868,,9.232,-2.50684,,474105,-3664546,-6398883,,0.274,0.01977,-0.48511,-1.23094,
DUO,Fangdd Network Group Ltd.,Real Estate Services,Real Estate,130,,,,,,4,,,,,,1.297,,-1.0668421,2212736,2212736,7399615,1804970,19365492,0.32,4.67,0.07134407,0.62668,0.73168,-133997856,-0.30882,,31753500,735583,1618350,1734048000,1736899200,0.0231,0.15619001,0.05016,0.34,,31845900,35.53,0.017115114,0.838,-83826000,-3.09,-0.57,-0.494,0.507,0.079928994,0.19995654,,,NCM,EQUITY,DUO,America/New_York,0.6081,,,,,,none,,137272000,22.838,-264348000,1784000,1.057,1.174,271438016,0.844,45.159,-0.20105,-0.3714,38838000,-109899248,-31844000,0.23,-0.088,0.14308,-0.97388,-0.49029,
DWSN,Dawson Geophysical Company,Oil & Gas Equipment & Services,Energy,281,,,,,,4,,,1713484800,,,0.758,,-2.72,15679,15679,49520,228550,42137424,1.14,2.22,0.4614513,1.4172,1.644,48355996,-0.0548,6171156,30983400,9796,7569,1727654400,1730332800,0.0003,0.00249,0.86573,1.21,0.0016,30983400,1.02,1.3333334,,-5004000,-0.16,-0.5,0.53,16.698,-0.14999998,0.19995654,0.32,1713484800,NMS,EQUITY,DWSN,America/New_York,1.36,,,,,,none,,11423000,0.37,2896000,5074000,1.138,1.647,91315000,21.331,3.079,-0.046269998,-0.18981001,11932000,6330625,2853000,,-0.381,0.13067001,0.03171,-0.29971,
DWTX,"Dogwood Therapeutics, Inc.",Biotechnology,Healthcare,4,,,,,,2,,,,,,,,-1.6860282,103647,103647,2652181,2019060,14307613,1.62,29.28,,5.0306,5.4313,,,722172,1332180,4269,26417,1734048000,1736899200,0.0032,0.21483,0.031489998,0.17,0.0033,1332180,4.942,2.1732092,,-5725025,-6.32,-6.37,,,0.025298357,0.19995654,,,NCM,EQUITY,DWTX,America/New_York,10.74,25,5,13.83333,11.5,,none,3,,,,,,,,,,,,,,,,,,,,
DXF,Eason Technology Limited,,,,,,,,,2,,,,,,,,,32339,32339,238342,238342,6509944,7.75,48.26,,23.987272,23.987272,,,,,,,,,,,,,,,,,,,,,,,,,,,ASE,EQUITY,DXF,America/New_York,27.89,,,,,,none,,,,,,,,,,,,,,,,,,,,,
DXST,Decent Holding Inc.,Waste Management,Industrials,,,,,,,4,,,,,,,,,109723,109723,1455815,535610,25918750,1.58,5.74,5.981329,2.0525384,2.0525384,25507756,-0.0127,,16250000,,,,,,0.91865,,,,17727300,0.189,8.439154,,-55046,,,5.886,-950.187,-0.60714287,0.19995654,,,NCM,EQUITY,DXST,America/New_York,1.595,,,,,,none,,909765,0.055,-26845,100022,1.403,1.437,4333276,3.535,0.289,-0.00892,-0.023810001,1233137,-741013,244730,,-0.697,0.28457,-0.0062,-0.02,
DYAI,"Dyadic International, Inc.",Biotechnology,Healthcare,7,4,6,7,9,7,4,,,,,,0.721,,-5.125,60453,60453,108833,42610,48526616,0.93,2.67,26.897844,1.6528,1.47475,29071342,,18981241,29589400,178622,133920,1727654400,1730332800,0.0061,0.30211002,0.16007,6.73,0.0089,29589400,0.204,8.039216,,-7740876,-0.23,-0.32,16.114,,0.22388065,0.19995654,,,NCM,EQUITY,DYAI,America/New_York,1.64,9,6,7.5,7.5,,none,2,10097915,0.343,,5564749,5.325,5.39,1804108,175.645,0.062,-0.4628,-1.27383,902210,-3489311,-5962455,,-0.539,0.50009,,-5.28496,
DYNX,Dynamix Corporation,Shell Companies,Financial Services,,,,,,,2,,,,,,,,,6308,6308,88643,38490,163344000,9.78,10.481,50.654675,9.808756,9.808756,198163408,-0.21049999,,16600000,4877,7892,1734048000,1736899200,0.0002,,0.05564,0.08,0.0003,,-0.005,,,-678799,,,61.453,-394.467,0.004081607,0.19995654,,,NGM,EQUITY,DYNX,America/New_York,9.84,,,,,,none,,104948,0.005,-502357,1468357,0.514,0.556,3224658,,0.181,-0.32638,,2073,-316891,-562862,,0.833,0.00064,-0.15579,-0.15215999,
EB,"Eventbrite, Inc.",Software - Application,Technology,866,9,6,6,10,9,4,,,,,,2.292,,97.42857,716423,716423,1203766,813970,330363872,2.51,9.2,0.98215014,3.5176,3.91765,18102798,-0.02418,79375473,81233800,3877170,4320462,1734048000,1736899200,0.04,0.057389997,0.83348,3.7,0.048800003,96880896,1.866,1.8274384,,-8132000,-0.08,-0.06,0.054,-0.88,-0.61941963,0.19995654,,,NYQ,EQUITY,EB,America/New_York,3.41,7,4,5.25,5,,none,5,555622016,5.735,-20574000,243360992,1.454,1.561,336368000,135.322,3.469,-0.02086,-0.04528,236200992,-4608625,2846000,,-0.046,0.70221,-0.06117,-0.045440003,
EBON,Ebang International Holdings Inc.,Computer Hardware,Technology,303,1,5,4,9,4,2,,,,,,1.777,,,8309,8309,53693,18120,35058420,5.34,14.192,9.761096,6.71082,6.73585,-193622704,,4350583,4726420,13761,20035,1734048000,1736899200,0.0022,0.00079,0.02685,0.32,0.0029,6280620,43.459,0.1284429,,-35182656,-5.6,,-53.909,4.139,-0.49756974,0.19995654,,,NMS,EQUITY,EBON,America/New_York,5.582,,,,,,none,,235333712,37.47,-46778408,5677685,21.789,22.419,3591648,2.073,0.572,-0.094969995,-0.12401,-16905646,,,,-0.483,,,-5.87405,
EBS,Emergent BioSolutions Inc.,Drug Manufacturers - Specialty & Generic,Healthcare,1600,10,3,5,7,7,2,,,,,,1.574,,4.8417006,881872,881872,1111625,783120,541841984,1.48,15.1,0.48142335,9.7048,8.3364,1067941888,-0.18552,53116758,54184200,7040698,6936897,1734048000,1736899200,0.1299,0.02101,0.58439,6.24,0.1579,56676700,9.397,1.0641694,,-208800000,-3.91,2.99,0.949,-222.488,4.5555553,0.19995654,,,NYQ,EQUITY,EBS,America/New_York,10,15,12,13.5,13.5,,none,2,149900000,2.766,-4800000,676000000,1.18,2.877,1125500032,132.966,21.448,-0.0422,-0.34638,290300000,89587504,170700000,,0.086,0.25792998,-0.00426,0.24506001,
ECDA,"ECD Automotive Design, Inc.",Auto Manufacturers,Consumer Cyclical,89,,,,,,4,,,,,,,,,13205,13205,45608,39920,32941728,0.75,1.55,1.280364,0.94078,1.066085,41310288,-0.116289996,7760485,36199700,67238,43973,1734048000,1736899200,0.0019,0.77062,0.01574,1.93,0.0058,36199700,-0.377,,,-2991982,-0.09,,1.606,47.475,-0.06666666,0.19995654,,,NCM,EQUITY,ECDA,America/New_York,0.91,8,8,8,8,,none,1,5660684,0.163,870140,15439776,0.308,0.87,25728408,,0.893,0.01806,,8010681,2414989,-7652854,,1.294,0.31136,0.03382,0.01324,
ECOR,"electroCore, Inc.",Medical Devices,Healthcare,68,,,,,,2,,,,,,0.562,,-30.163635,90182,90182,123826,86720,110426192,5.32,18.67,5.1889567,15.0648,9.233015,77420376,-0.66844004,4450014,6656190,42996,26249,1727654400,1730332800,0.0067,0.25021,0.1611,0.54,0.0104,6826750,1.24,13.379032,,-14225000,-1.74,-0.55,3.638,-5.749,1.3202798,0.19995654,,,NCM,EQUITY,ECOR,America/New_York,16.59,29,20,25.47,25.35,,none,5,14230000,2.207,-13467000,3973000,2.036,2.476,21281000,34.632,3.246,-0.49183998,-1.53485,17794000,-6561000,-9826000,,0.729,0.83614,-0.63282,-0.42206,
ECPG,"Encore Capital Group, Inc.",Mortgage Finance,Financial Services,7400,3,2,3,5,3,2,,,,,,1.559,,7.172857,154653,154653,135341,139590,1189540096,39.64,54.55,0.895651,48.5664,46.5915,4526269952,-0.13906999,23178138,23691300,1498517,1588549,1734048000,1736899200,0.0633,0.029189998,1.12848,10.96,0.089700006,23714900,44.241,1.13492,0.585,-184699008,-7.83,7.46,3.408,12.445,-0.03330767,0.19995654,,,NMS,EQUITY,ECPG,America/New_York,50.21,66,62,64.25,64.5,,none,4,262728992,11.09,363688992,3599459072,14.314,14.608,1328129024,343.425,55.731,0.04245,-0.16440001,1328129024,-308581376,169404000,0.595,0.186,1,0.27384,0.28902,
ECX,ECARX Holdings Inc.,Auto Parts,Consumer Cyclical,1800,,,,,,4,,,,,,0.327,,-10.54878,524981,524981,776228,460380,593614848,0.962,3.09,0.108689874,1.8848,1.71236,2058993536,-0.21867001,85477640,294168992,294436,99073,1734048000,1736899200,0.0009,0.62924,0.03174,0.18,0.002,343129984,-5.142,,,-1194290944,-0.49,-0.13,0.377,-2.118,-0.3799283,0.19995654,,,NGM,EQUITY,ECX,America/New_York,1.73,7,2.1,4.14,3.4,,none,5,769200000,2.302,-972323008,2232100096,0.477,0.619,5461547008,,16.213,-0.16976,,1170328960,,,,0.32,0.21429001,-0.17803,-0.21631001,
EDAP,EDAP TMS S.A.,Medical Distribution,Healthcare,307,,,,,,4,,,,,,0.38,,-4.906771,31937,31937,114180,42760,92759504,2,8.5,1.462853,2.2952,3.8467,76207512,-0.34884,29591622,37103800,18147,43403,1734048000,1736899200,0.0005,,0.42305002,0.22,0.0006,37616700,1.145,2.183406,,-22120000,-0.61,-0.47,1.202,-5.173,-0.5948136,0.19995654,,,NGM,EQUITY,EDAP,America/New_York,2.5,19,5,10.66667,8,,none,3,25482000,0.684,-14732000,8606000,1.418,2.176,63410000,20.182,1.708,-0.12243,-0.43066,26021000,-6424500,-19218000,,0.116,0.41035998,-0.23233,-0.44522,
EDBL,Edible Garden AG Incorporated,Farm Products,Consumer Defensive,116,,,,,,4,,,,,,1.918,,-0.42755556,2774903,2774903,17361290,8891020,5847055,0.122,12.47,0.39576656,0.2335,1.174575,3945063,-0.85150003,2343367,30390100,303495,244184,1727654400,1730332800,0.0161,0.102060005,0.024230001,0.03,0.0161,31558900,-1.01,,,-12580000,-18.61,-0.52,0.267,-0.51,-0.97961783,0.19995654,,,NCM,EQUITY,EDBL,America/New_York,0.1924,0.5,0.5,0.5,0.5,,none,1,2188000,0.692,-7742000,5653000,0.611,0.731,14774000,1106.262,21.628,-0.57723,-6.0321302,1884000,-3663375,-8612000,,0.011,0.12752,-0.52402997,-0.27694,
EDIT,"Editas Medicine, Inc.",Biotechnology,Healthcare,265,4,9,8,8,8,4,,,,,,2.006,,-0.8606741,1338353,1338353,2604411,1460090,103185120,1.12,11.58,1.6707705,1.5207,3.639825,-123414880,,76224089,82548096,19150654,16929351,1734048000,1736899200,0.23200001,0.00608,0.69715,6.43,0.2938,82548096,2.128,0.587406,,-210572000,-2.54,-2.35,-1.998,0.554,-0.84624845,0.19995654,,,NMS,EQUITY,EDIT,America/New_York,1.25,8,1,3.75,3.5,,none,8,265088000,3.211,-222627008,38488000,3.666,3.747,61759000,21.914,0.752,-0.34324002,-0.78558,-158432992,-113797624,-181762000,,-0.989,-2.56534,,-1076.4918,
EDR,"Endeavor Group Holdings, Inc.",Entertainment,Communication Services,10000,,,,,,2,0.24,0.0074,1734307200,0.2769,,0.771,,12.735115,638683,638683,1885736,1257730,10028047360,23.14,32.9,1.3403448,30.7978,28.4541,21218650112,-0.08046,192692902,308176000,6275029,9964091,1734048000,1736899200,0.020399999,0.00762,1.09861,4.77,0.0233,308176000,13.723,2.3712018,,88080000,-0.59,2.35,2.836,34.834,0.33689404,0.19995654,0.06,1734307200,NYQ,EQUITY,EDR,America/New_York,32.54,32,27.5,28.25,27.5,,none,6,1004129024,3.258,609128000,5930655232,0.391,0.635,7481692160,56.542,24.684,-0.00133,-0.02876,4028200960,480596000,536700000,,0.666,0.53841,0.081420004,0.00344,
EDSA,"Edesa Biotech, Inc.",Biotechnology,Healthcare,16,,,,,,4,,,,,,0.838,,-0.99051815,10060,10060,26631,19470,6629125,1.55,5.99,,1.9116,3.6231,4285203,,2437003,3467660,35490,16551,1730332800,1732838400,0.0109,0.33221,0.12199,0.76,0.013200001,3467660,0.883,2.1650057,,-6928337,-1.93,-1.93,,-0.518,-0.63339734,0.19995654,,,NCM,EQUITY,EDSA,America/New_York,1.9117,21,20,20.5,20.5,,none,2,2040884,0.628,-8270169,38817,1.098,1.291,,1.354,,-0.71515,-1.2928901,,-3770207,-5391188,,,,,,
EDTK,Skillful Craftsman Education Technology Limited,Education & Training Services,Consumer Defensive,71,,,,,,4,,,,,,-0.279,,,2385,2385,8960,1630,15610910,0.773,1.27,7.8091407,1.03502,1.04526,14253741,-2.36219,7924424,15929500,10386,10386,1732838400,1735603200,0.0007,0.51814,0.04891,0.9,0.0011,15929500,1.392,0.704023,,-4722146,-0.48,,7.13,-7.402,0.042553186,0.19995654,,,NCM,EQUITY,EDTK,America/New_York,0.98,,,,,,none,,17832992,1.119,-1925679,13289980,11.356,11.992,1999056,61.818,0.129,-0.03153,-0.19492,169387,-212868,-2660100,,-0.875,0.08473,-0.96329004,-2.39853,
EDUC,Educational Development Corporation,Publishing,Communication Services,101,,,,,,4,,,1645142400,,6.26,1.077,,3.7857144,8165,8165,12128,7740,13647924,1.46,2.95,0.3217651,1.7006,1.94045,48627140,-0.06424,6306876,8583600,8106,17948,1732838400,1735603200,0.0009,0.26508,0.23093,0.46,0.0013,8583600,5.3,0.29999998,,-2724900,-0.66,0.42,1.146,-9.597,-0.08092487,0.19995654,0.1,1645142400,NGM,EQUITY,EDUC,America/New_York,1.59,,,,,,none,,753800,0.088,-5066800,35221300,0.177,3.674,42415800,82.798,5.13,-0.048600003,-0.0622,26808600,-6243900,4370700,,-0.386,0.63203996,-0.11946,-0.38338003,
EEIQ,EpicQuest Education Group International Limited,Education & Training Services,Consumer Defensive,38,,,,,,4,,,,,,0.877,,-8.43,692,692,42828,2020,13452459,0.6,1.795,2.084211,1.02878,0.895025,19340608,-1.12677,4056439,13298200,62015,96227,1734048000,1736899200,0.0048,0.6667,0.00016,5.05,0.0143,13298200,0.553,1.8292949,,-7272715,-0.47,-0.12,2.996,-2.543,-0.39401197,0.19995654,,,NCM,EQUITY,EEIQ,America/New_York,1.0116,,,,,,none,,587031,0.046,-7605777,1380949,0.28,1.707,6454461,10.568,0.533,-0.25158,-0.56825,3959427,-7756889,-10980495,,0.217,0.61344004,-1.17838,-0.99541,
EEX,"Emerald Holding, Inc.",Advertising Agencies,Communication Services,673,9,9,8,10,10,4,0.06,0.0137,1731024000,,,1.393,,24.333332,185124,185124,162163,150370,889069952,3.92,7.05,2.2593899,4.7204,5.15015,1113272064,-0.05286,155086237,202984000,1552920,1633040,1734048000,1736899200,0.0077,0.00754,0.29881,11.55,0.01,202984000,1.925,2.2753248,,-44300000,-0.56,0.12,2.829,11.513,-0.32302934,0.19995654,0.015,1731024000,NYQ,EQUITY,EEX,America/New_York,4.38,8,7.8,7.9,7.9,,none,2,188900000,0.931,96700000,413100000,1.117,1.267,393500000,105.625,3.236,0.03836,-0.05071,255300000,63237500,41800000,,0.001,0.64879,0.24574,0.06474,
EFOI,"Energy Focus, Inc.","Furnishings, Fixtures & Appliances",Consumer Cyclical,13,,,,,,4,,,,,,1.774,,-5.681818,3158,3158,11873,12150,6575925,1.14,2.9,1.0748488,1.3342,1.40935,6196963,-0.45194998,3640906,5260740,23595,22729,1727654400,1730332800,0.0045,0.23438999,0.01317,3.48,0.0058,5260740,0.702,1.7806268,,-2765000,-0.39,-0.22,1.013,-2.223,,0.19995654,,,NCM,EQUITY,EFOI,America/New_York,1.25,,,,,,none,,1557000,0.296,-2788000,915000,0.766,2.156,6118000,25.98,1.431,-0.21423,-0.83522004,273000,-1020625,-1880000,,0.472,0.04462,-0.4557,-0.35866,
EFSH,1847 Holdings LLC,Conglomerates,Industrials,251,,,,,,4,,,1664409600,,,0.488,,,1165563,1165563,3559021,1132280,4249487,0.15,820.95,0.061793663,0.2631,76.11522,41832340,-0.6198,643252,25400400,7029,3391,1727654400,1730332800,0.0121,,,0.01,0.0121,25400400,-272.008,,,-44383780,-23460.85,,0.608,-5.703,-0.99969083,0.19995654,170.3,1659484800,ASE,EQUITY,EFSH,America/New_York,0.1673,,,,,,none,,800989,1.17,-7334946,43370344,0.207,0.426,68768976,,351.204,-0.12571,,25035332,5230559,-9009680,,-0.107,0.36405,-0.10666,-0.08564,
EGBN,"Eagle Bancorp, Inc.",Banks - Regional,Financial Services,452,3,4,6,6,5,2,0.66,0.0269,1729468800,0.5357,4.44,1.063,,8.586424,394507,394507,240076,233590,790084288,15.99,30.94,3.2640424,26.7948,22.8568,1497081856,-0.17392999,29162001,30202000,1620773,1744408,1732838400,1735603200,0.0537,0.03309,0.77288,5.97,0.0753,30202000,40.613,0.64412874,-0.203,-42100000,-1.57,2.54,6.185,,0.07831824,0.19995654,0.165,1738886400,NCM,EQUITY,EGBN,America/New_York,26.16,30,25.5,27.66667,27.5,,none,3,642467968,21.273,,1397196032,,,242056992,,8.045,-0.00375,-0.03449,242056992,,170339008,-0.209,-0.027,,,0.48479998,
